Accession	GeneName	repl1	repl2	repl3
P22936	YKL114C	3.45939255784303e-07	2.85012892034148e-07	3.18842269746338e-07
P22943	YFL014W	8.26093924004329e-07	6.29067972341404e-07	6.12863844188356e-07
P23180	YHL021C	2.45975841894769e-07	2.05132802918922e-07	2.16605532889238e-07
P23201	YLL021W	2.67164421488327e-07	2.26832443998106e-07	2.40235076507625e-07
P23202	YNL229C	5.31641400832749e-07	4.30962719186167e-07	4.66618196458301e-07
P23248	YML063W	5.10104582536572e-05	4.51055771383885e-05	4.67229118951676e-05
P23254	YPR074C	1.56025873211162e-05	1.33143211322972e-05	1.42729175726952e-05
P23255	YCR042C	6.79486843967933e-08	5.72342832789147e-08	6.09271527948621e-08
P23285	YHR057C	1.6638895121184e-07	1.40264012257025e-07	1.50221615731769e-07
P23287	YLR433C	2.82338618785563e-07	2.3780718111649e-07	2.54666852383192e-07
P23291	YHR135C	1.31172016825817e-07	1.10047068320016e-07	1.22187363817037e-07
P23292	YNL154C	3.45101857815473e-07	2.95394235942346e-07	3.10935812990042e-07
P23293	YPR161C	1.53535904859248e-07	1.28914530348325e-07	1.373615492982e-07
P23301	YEL034W	9.93019679544258e-05	7.51597020235145e-05	8.61599842410495e-05
P23337	YFR015C	1.042194428706e-08	8.28427320688763e-09	9.64161068403465e-09
P23369	YGR076C	3.36451742649872e-07	2.92821151188468e-07	3.22811407538264e-07
P23394	YDR243C	3.78036395162059e-08	3.17141951787414e-08	3.44718571649206e-08
P23500	YKR052C	1.54436376005142e-07	1.28927761643051e-07	1.45074291988026e-07
P23503	YNL240C	1.35697282745465e-07	1.14614698894445e-07	1.21983987994279e-07
P23542	YLR027C	6.05060248454653e-06	5.2478920754908e-06	5.49637571159181e-06
P23561	YLR362W	5.15416616312716e-08	4.39848090455489e-08	4.61051005506677e-08
P23585	YMR011W	2.76976222959631e-07	2.17925412898775e-07	2.46996859793316e-07
P23594	YDL134C	2.95925840115395e-08	2.38107015839362e-08	2.67719978676148e-08
P23595	YDL188C	3.31058169491208e-07	2.70874244207519e-07	3.20088154090456e-07
P23615	YGR116W	4.02422921226908e-07	3.43072826238718e-07	3.65182029448866e-07
P23638	YGR135W	1.45569149804147e-06	1.24686553425112e-06	1.30834567827997e-06
P23639	YML092C	2.29711891465173e-06	1.96616698949176e-06	2.10981871244583e-06
P23641	YJR077C	7.90698222183139e-06	7.04336320567015e-06	7.19919121581703e-06
P23642	YML115C	1.87394991360349e-07	1.50051333649343e-07	1.66821095928301e-07
P23643	YDR495C	3.23708951207863e-08	2.75966026347667e-08	3.34093732952995e-08
P23644	YMR203W	5.35884420588856e-06	4.43603820618741e-06	4.67804903376708e-06
P23724	YBL041W	1.87649881303604e-06	1.61173962492169e-06	1.65479958674079e-06
P23776	YLR300W	1.97619315093107e-06	1.53542612499287e-06	1.65655981928904e-06
P23796	YMR283C	5.85170716521955e-08	4.89305759901954e-08	5.24037525790479e-08
P23797	YMR281W	6.89295173964944e-08	6.06903870484697e-08	6.19217421561856e-08
P23900	YLL043W	9.74516771168283e-08	7.76890672199433e-08	8.75928008759964e-08
P23968	YHR026W	2.38845751350874e-06	2.07959936863617e-06	2.09893598725456e-06
P24000	YGR148C	2.93566812739857e-05	2.45993801173958e-05	2.64517043791107e-05
P24004	YKL197C	9.0281336903323e-09	7.48856236484286e-09	1.03503543798934e-08
P24276	YDR293C	3.08900779201429e-07	2.630747890734e-07	2.90864683200441e-07
P24279	YEL032W	5.61133715176135e-06	4.51271703823337e-06	4.9778800511947e-06
P24280	YMR079W	2.10646820707769e-06	1.8054435729178e-06	2.01555935872334e-06
P24309	YKL149C	3.36215805569162e-08	3.25442760607669e-08	3.84542620263351e-08
P24384	YER013W	2.22704953582678e-06	1.87237839139903e-06	2.20256602263228e-06
P24482	YPR175W	8.01037498815721e-08	6.81465040052154e-08	7.44332590465308e-08
P24521	YMR220W	2.06892990145283e-07	1.76017524859892e-07	1.83752777542935e-07
P24583	YBL105C	7.78315416595219e-08	6.49038883302282e-08	6.94370864982287e-08
P24783	YNL112W	2.61224701230112e-06	2.17818389792414e-06	2.32799083647721e-06
P24784	YPL119C	4.46987218687623e-09	3.76216126773785e-09	4.32909648737987e-09
P24814	YJR090C	2.72743597139701e-08	2.33519886223246e-08	2.53974236060192e-08
P24869	YPR119W	2.11992793403381e-08	1.89783724082169e-08	1.90983626373405e-08
P24870	YDL155W	4.7889694445795e-08	3.54558503139256e-08	4.25560530920041e-08
P25037	YDL122W	1.90124889206559e-07	1.69427352708246e-07	1.77517402168747e-07
P25038	YOL023W	6.98112278136254e-08	6.04281741849172e-08	6.53619114156361e-08
P25039	YLR069C	5.73252162822927e-07	4.94725964515989e-07	5.06875073856251e-07
P25040	YOL022C	1.94471949522185e-07	1.71857447475488e-07	1.79354040085664e-07
P25042	YPR065W	4.45974691003084e-08	4.04486189415584e-08	4.03049412747139e-08
P25043	YOR157C	9.81011382839968e-07	8.3296370989522e-07	8.83817051502556e-07
P25044	YDL230W	9.31690179377751e-08	7.8944447569453e-08	8.40350835838947e-08
P25045	YMR296C	4.48393550933325e-07	3.54381953093909e-07	3.86629074640047e-07
P25087	YML008C	3.40663189041396e-06	2.85135892861173e-06	3.00683957287151e-06
P25270	YOR201C	1.21677331910059e-07	9.90736353648704e-08	1.09179949737411e-07
P25293	YKR048C	1.45138569453788e-06	1.18046604585414e-06	1.29467550897503e-06
P25294	YNL007C	3.33267619864488e-06	2.81021836117349e-06	2.97424270231492e-06
P25296	YKL190W	5.30024142623727e-07	4.57334786539368e-07	5.07826542353067e-07
P25298	YMR061W	3.75940624785348e-07	3.32650404738033e-07	3.4851462078144e-07
P25299	YGL044C	1.46211663387997e-07	1.19552704065339e-07	1.35317991856087e-07
P25302	YER111C	1.90724266398664e-08	1.62559821304652e-08	1.78149917622018e-08
P25303	YMR214W	2.4745003255637e-07	2.06880330447673e-07	2.14714233135769e-07
P25332	YCR036W	1.07805355546119e-07	9.037853356495e-08	9.41205836104266e-08
P25333	YCR008W	4.29333713522368e-08	3.45437189579503e-08	3.75226548502059e-08
P25335	YIR029W	3.70471018225449e-07	3.2219439171987e-07	3.34832336632499e-07
P25337	YCR063W	5.35396126315101e-08	4.78304564472961e-08	5.04104434476162e-08
P25338	YGL010W	1.38435829841012e-07	1.14913231825135e-07	1.22571098238641e-07
P25339	YGL014W	1.85435049574825e-07	1.52537296720983e-07	1.68234401809415e-07
P25340	YGL012W	8.98478612048506e-07	7.99728893332598e-07	8.4104690573652e-07
P25342	YCR002C	1.03053904995605e-06	8.65593846561384e-07	9.2780164607963e-07
P25343	YCR009C	1.19910942403031e-06	1.00386742428892e-06	1.07507369511515e-06
P25344	YCL032W	1.11242070025066e-07	9.55979086936777e-08	9.8084855544472e-08
P25348	YCR003W	7.99030014083213e-07	7.14293199073434e-07	7.48114430302048e-07
P25349	YCR004C	3.1907001961973e-06	2.70356036721102e-06	2.87755197475209e-06
P25351	YCR023C	5.9537361341434e-08	4.70337600832318e-08	5.21414461653145e-08
P25353	YCR026C	1.33466368326585e-07	1.18235147381319e-07	1.30609553946319e-07
P25355	YCR054C	1.05508409207964e-07	8.92178462910853e-08	9.53547840999367e-08
P25356	YCR032W	3.36655526814956e-08	3.05202483869163e-08	3.39046904140013e-08
P25357	YCR033W	7.18678569009687e-08	6.19019753185037e-08	6.5823853781924e-08
P25358	YCR034W	3.09254294248642e-07	2.61517974086327e-07	2.95074061552392e-07
P25359	YCR035C	3.32700213843423e-07	2.74829307623713e-07	2.86785933916369e-07
P25360	YCR037C	3.73484529159969e-08	3.4513679549039e-08	3.67754639654036e-08
P25361	YCR043C	3.92050830480001e-07	3.41754063917412e-07	3.58328167222685e-07
P25365	YCR067C	1.9446850704623e-07	1.59131447691076e-07	1.88356039789865e-07
P25366	YCR095C	3.69151731823479e-07	2.75471337626372e-07	2.89819787005049e-07
P25367	YCL028W	1.10179249579372e-06	9.77849135265504e-07	1.01938359577994e-06
P25368	YCL031C	1.75856388302271e-07	1.42649140140765e-07	1.53339071328668e-07
P25369	YCL034W	2.48320127207652e-07	2.15427981908754e-07	2.27681290529909e-07
P25371	YCR011C	1.60187527012116e-07	1.32777321985048e-07	1.40762483793016e-07
P25372	YCR083W	1.08742048746754e-06	8.89532119826447e-07	9.30308156857908e-07
P25373	YCL035C	1.03132992763672e-06	8.12269498345116e-07	8.83230622601324e-07
P25374	YCL017C	8.03148066963606e-07	6.73688044726523e-07	7.11991888521542e-07
P25375	YCL057W	3.02612505524494e-07	2.51687117577401e-07	2.68165026795208e-07
P25376	YCL025C	7.15343803363573e-07	5.07352221923832e-07	6.30649617149243e-07
P25378	YCR027C	3.64087166981529e-07	3.25835274306247e-07	3.36925121973353e-07
P25382	YCR072C	4.6709679654893e-07	3.96591385618038e-07	4.14806427458307e-07
P25385	YLR078C	2.02563016455068e-07	1.65948011127678e-07	1.72149514458633e-07
P25386	YDL058W	2.12781819939658e-07	1.80656690532921e-07	1.9635847401625e-07
P25389	YCL024W	3.17692155609124e-08	2.67642957836379e-08	3.14090063557605e-08
P25441	YDL150W	2.14879806542317e-07	1.82825421853812e-07	1.91788035701851e-07
P25443	YGL123W	5.97298761525421e-05	5.04111726337952e-05	5.3983547367574e-05
P25451	YER094C	8.15616176832144e-07	7.46852543756276e-07	7.80272906723328e-07
P25454	YER095W	2.13337540319052e-07	1.7612681492693e-07	1.89884618365961e-07
P25491	YNL064C	4.36919158565454e-06	3.66762313379461e-06	3.87170246675936e-06
P25502	YKL015W	5.93159375260693e-08	5.07233448114428e-08	5.36073192141755e-08
P25515	YEL027W	1.40508940136531e-06	1.11897180053775e-06	1.14170570663626e-06
P25554	YCL010C	5.37056346188841e-08	4.76194201756561e-08	5.25478862294403e-08
P25555	YCL011C	4.6321146301579e-07	3.9691426307513e-07	4.25501433554092e-07
P25558	YCL014W	1.03991245171905e-07	9.03440075489907e-08	9.53173157975264e-08
P25559	YCL016C	4.70937831223431e-08	3.93146144714479e-08	4.17244715322818e-08
P25560	YCL001W	5.46685519886826e-07	4.78856493975753e-07	4.97187300041194e-07
P25566	YCL033C	7.65682317174674e-08	6.02618523293161e-08	6.44745809370022e-08
P25567	YCL037C	1.79402799956796e-06	1.58233363793995e-06	1.6400628672631e-06
P25568	YCL038C	3.99926990251719e-09	3.53391099454389e-09	3.81006363182727e-09
P25569	YCL039W	6.41841732715941e-08	5.18126041791779e-08	5.85149161978667e-08
P25572	YCL042W	0.000187164687205891	0.000157323155225374	0.00016949426842474
P25573	YCL044C	3.64390519011067e-07	2.9730204706128e-07	3.24539206233358e-07
P25574	YCL045C	1.03312124745308e-06	8.87831650932634e-07	9.32752610782886e-07
P25576	YCL047C	9.06760931845997e-08	7.8164932102744e-08	8.15311510710086e-08
P25579	YCL051W	4.36666800797268e-08	3.50965884193737e-08	3.99517051413964e-08
P25580	YCL052C	1.24061032182787e-07	9.73906129455539e-08	1.17703677419622e-07
P25582	YCL054W	4.40162735373263e-07	3.91589576256514e-07	4.06496475278751e-07
P25586	YCL059C	5.06603397763709e-07	4.55715746645502e-07	4.64161663568928e-07
P25588	YCL061C	6.03498173259446e-08	5.27460579041057e-08	5.55461308731321e-08
P25604	YCL008C	2.08120305593485e-07	1.73752241991261e-07	1.87175986476444e-07
P25605	YCL009C	4.52446842089127e-06	3.79901901922345e-06	4.07676828351757e-06
P25616	YCR015C	1.29126041729952e-07	1.00891970040454e-07	1.17057910564853e-07
P25617	YCR016W	9.61162770015471e-08	8.37040045476313e-08	8.89059694402873e-08
P25618	YCR017C	6.49486690845295e-07	5.61743935835884e-07	5.99772035841776e-07
P25623	YCR030C	4.01293521327973e-07	3.30375380917742e-07	3.68883589231282e-07
P25625	YCR044C	6.80471144435691e-08	6.13779009279161e-08	6.48481951507667e-08
P25626	YCR046C	6.23505440728153e-07	5.4765995440458e-07	5.99080413461562e-07
P25627	YCR047C	3.06557455471036e-07	2.63109097136946e-07	2.82711867982755e-07
P25628	YCR048W	6.97669143732247e-08	5.85516589380638e-08	6.33177381933314e-08
P25631	YCR051W	7.97345866441592e-07	6.78405835853063e-07	7.13888035386874e-07
P25632	YCR052W	2.05393064273251e-07	1.71105402093764e-07	1.8121682765209e-07
P25635	YCR057C	3.57297797388688e-07	3.03651115954043e-07	3.18096185553828e-07
P25637	YCR059C	1.30610708101957e-07	1.16084101908431e-07	1.15039996927902e-07
P25638	YCR060W	8.35375409461674e-08	6.9079540678671e-08	6.97384432548459e-08
P25639	YCR061W	6.26680655808008e-08	5.15546883264306e-08	5.75789410561465e-08
P25642	YCR071C	5.49803083226654e-07	4.58874023934694e-07	4.84466799685217e-07
P25644	YCR077C	4.79876935778484e-07	4.15711935019285e-07	4.37671135958966e-07
P25648	YCR081W	2.67887789117587e-08	2.1836552013014e-08	2.75496819685179e-08
P25651	YCR086W	3.31221029690134e-07	2.76502867750031e-07	2.91740509801128e-07
P25654	YCR090C	4.89917927785918e-07	4.22501594526092e-07	4.2977689752444e-07
P25655	YCR093W	3.23597925447717e-07	2.83783745736366e-07	2.98175908335804e-07
P25656	YCR094W	1.59805551544338e-07	1.34057232678962e-07	1.45582842810561e-07
P25659	YCR076C	7.62156190375352e-08	5.80051071227168e-08	6.70255428084177e-08
P25694	YDL126C	4.12117126115885e-06	3.48488155847314e-06	3.68672956355297e-06
P25719	YML078W	3.73035522528582e-06	3.14476252381557e-06	3.28219909647363e-06
P25808	YFL002C	1.54075818386395e-07	1.34336433316366e-07	1.37947279986655e-07
P25846	YHR120W	6.96841845003078e-08	5.86363395954308e-08	6.32917350123801e-08
P25847	YOL090W	1.41005201065932e-07	1.17421232489619e-07	1.26711749643209e-07
P26263	YGR087C	8.05992645840272e-08	7.14304463410816e-08	7.39065096476814e-08
P26321	YPL131W	1.84500857828673e-05	1.56950121929951e-05	1.69884201979158e-05
P26364	YER170W	1.35390091248707e-08	1.0845600603126e-08	1.91236981085495e-08
P26370	YDL170W	6.23422740908478e-08	5.07679964241092e-08	5.61911023739035e-08
P26449	YOR026W	1.3307794268319e-07	1.12409003140451e-07	1.22644108605151e-07
P26570	YML016C	1.51858669011545e-07	1.30996757319087e-07	1.39313588436551e-07
P26637	YPL160W	4.01279276803062e-06	3.41726058298507e-06	3.68515626402118e-06
P26725	YJL139C	7.32251032335117e-08	6.1982220856641e-08	6.76638335247177e-08
P26754	YNL312W	2.2554500703347e-07	1.8859788397091e-07	2.01158984271368e-07
P26755	YJL173C	1.17965660567581e-06	9.28959886305374e-07	9.80923794428299e-07
P26783	YJR123W	6.96670307951499e-05	6.02642837835062e-05	6.35536604619974e-05
P26784	YIL133C	2.97576335220203e-05	2.56513364537676e-05	2.69213158569096e-05
P26785	YNL069C	3.96439030558581e-05	3.43476795308755e-05	3.71868318163128e-05
P26786	YOR096W	5.62312290439891e-05	4.68556891099569e-05	4.9371247555969e-05
P26793	YKL113C	4.12248611707848e-07	3.34544352467185e-07	3.64715434546158e-07
P26798	YDR123C	1.44004170841288e-07	1.16580204984273e-07	1.32939779022745e-07
P27344	YBR278W	1.73511793607668e-07	1.51467094624361e-07	1.54283625303746e-07
P27351	YJR005W	5.89159119631807e-08	4.97175871622301e-08	5.36803453113315e-08
P27466	YFR014C	7.81184650976746e-08	6.8243133146381e-08	7.15487931043114e-08
P27476	YGR159C	4.92202579986352e-06	4.49713923179241e-06	4.55184113521123e-06
P27514	YNR013C	5.82498122242137e-07	5.07122007412383e-07	5.47349400149946e-07
P27515	YNR012W	9.08068855209498e-08	7.89849639225697e-08	8.83436249971111e-08
P27614	YJL172W	1.10068459453294e-06	9.26063200452379e-07	1.00179075678213e-06
P27616	YAR015W	9.6782056969805e-06	8.02395860377523e-06	8.74675741608913e-06
P27636	YAR019C	8.40426959472338e-09	7.27579607375824e-09	7.89414513378457e-09
P27637	YAR014C	8.35486486746903e-08	7.2014673038303e-08	7.6045714802948e-08
P27692	YML010W	5.81794505194167e-07	5.00018697117864e-07	5.31180056140336e-07
P27697	YGL119W	8.76577437377843e-08	7.3417591907692e-08	7.61763797940199e-08
P27705	YGL035C	4.86242271597163e-08	4.15171509027128e-08	4.28909748174218e-08
P27801	YLR148W	8.11634987202482e-08	7.13109156066227e-08	7.39696709361448e-08
P27809	YDR483W	5.02335387197909e-07	4.52073074754141e-07	4.7002603668984e-07
P27810	YOR099W	6.5229800933116e-07	5.72002201951283e-07	6.0769536205511e-07
P27882	YGR029W	4.57366585001212e-07	3.72821547952496e-07	4.14981853097213e-07
P27895	YEL061C	2.74579061032552e-08	2.2017365736978e-08	2.45014957833177e-08
P27929	YNL137C	1.90322709416475e-07	1.73279720952941e-07	1.81577346536103e-07
P27999	YGL070C	4.53928780462948e-07	3.76069379855254e-07	3.86579661195329e-07
P28000	YNL113W	9.447241072049e-07	8.02954020086294e-07	8.38883834700894e-07
P28004	YAL032C	1.01584078127166e-07	8.69846202626245e-08	1.05308076938165e-07
P28005	YAL033W	8.66416582831054e-07	7.46462000837234e-07	7.87947454513435e-07
P28007	YHR089C	1.81008662929985e-06	1.61733147557156e-06	1.53971847617286e-06
P28239	YMR267W	3.10024049953265e-07	2.77494452359269e-07	3.03176768642695e-07
P28240	YER065C	0.000164689580399848	0.000135262885523618	0.000131082797332354
P28241	YOR136W	8.56901059679865e-06	6.68787222361077e-06	7.3041976747867e-06
P28263	YEL012W	1.37366053646629e-07	1.13711822720745e-07	1.15568304624008e-07
P28272	YKL216W	3.65906750562966e-06	3.22866875219672e-06	3.3753495523153e-06
P28273	YKL215C	2.22783730087713e-07	1.94834368596171e-07	2.03637926358717e-07
P28274	YBL039C	1.65123831588698e-06	1.41039632269183e-06	1.47431496236936e-06
P28319	YKL096W	3.65293844114125e-07	3.70757934048194e-07	3.87996974087862e-07
P28320	YKL095W	4.05954334422538e-08	3.56613913269759e-08	3.70178888429751e-08
P28321	YKL094W	3.24509108977934e-07	2.80378526678074e-07	2.93883090012087e-07
P28495	YKL007W	5.93870258594808e-07	4.88355974490618e-07	5.39452367500266e-07
P28625	YMR152W	2.18982252992041e-07	1.87471948936417e-07	2.06937896855055e-07
P28707	YKL117W	3.19357486522753e-06	2.71161607612994e-06	2.91018395000563e-06
P28708	YKL116C	6.11746099838974e-08	5.30402426670048e-08	5.49521005354234e-08
P28737	YGR028W	1.57026074289227e-07	1.14152149158895e-07	1.29309099994287e-07
P28743	YPL155C	4.00566363569431e-08	3.51628692266581e-08	3.6383634745941e-08
P28777	YGL148W	3.13014964568291e-06	2.6469709906271e-06	2.76411021625162e-06
P28778	YKL003C	1.63882580728109e-08	1.40924128651328e-08	1.43858454004465e-08
P28789	YDL205C	4.11566731256831e-07	3.44871628075769e-07	3.79830403355682e-07
P28791	YDR498C	1.29375922281784e-07	1.15799436404935e-07	1.22225640111911e-07
P28795	YDR329C	1.42706171304458e-07	1.30024234725257e-07	1.42400736386432e-07
P28817	YDR036C	5.25974985657465e-07	4.6590871160919e-07	4.88609927508128e-07
P28834	YNL037C	7.17092499581256e-06	5.57892132858869e-06	6.2024579924319e-06
P29029	YLR286C	2.48507142802014e-07	2.01266880158666e-07	2.04490133828136e-07
P29055	YPR086W	4.8896475355702e-07	3.88257052012498e-07	4.21985189339396e-07
P29056	YGR246C	1.68713600992215e-08	1.36618599336604e-08	1.53038779264228e-08
P29295	YPL204W	3.87846899485659e-07	3.069097798662e-07	3.23047862705044e-07
P29311	YER177W	2.51955044391014e-05	1.95468676939777e-05	2.17484240196159e-05
P29366	YBR200W	1.9312043040179e-07	1.60584679360589e-07	1.76085004495279e-07
P29453	YLL045C	6.45949722119208e-05	5.39235818012477e-05	5.9032273498048e-05
P29465	YBR023C	1.35322114206786e-07	1.18169411586297e-07	1.2358628209095e-07
P29468	YKR002W	1.99907252555674e-07	1.64946206152555e-07	1.84189431076339e-07
P29469	YBL023C	1.87860842090042e-07	1.60976918853126e-07	1.7553882261321e-07
P29478	YML105C	4.14354043592327e-07	3.45596024936777e-07	3.85130467812162e-07
P29496	YLR274W	1.76948608472352e-07	1.50414066054144e-07	1.60767784017113e-07
P29509	YDR353W	5.69098029468701e-06	4.87651375258084e-06	5.11158651766855e-06
P29539	YBR275C	4.54709172634588e-08	3.9213941766236e-08	4.11775535347786e-08
P29547	YPL048W	3.01560904597408e-06	2.66222537632951e-06	2.78817080901542e-06
P29703	YKL019W	2.3387885612299e-07	2.02831898670916e-07	2.17644641708028e-07
P29704	YHR190W	1.85439669087791e-06	1.64447299130327e-06	1.70543392372284e-06
P29952	YER003C	2.58651523863819e-06	2.07542740504623e-06	2.21378765720862e-06
P30283	YPR120C	2.6792911466334e-08	2.39216685859031e-08	2.33396726109669e-08
P30402	YMR271C	1.70168129540506e-08	1.54446698487426e-08	1.70153862282339e-08
P30605	YDR497C	6.85543433096107e-08	6.11515192647229e-08	6.35248663665787e-08
P30606	YOL103W	1.20175770710775e-07	9.84843428675786e-08	1.02555057894802e-07
P30619	YDR164C	1.70208610483515e-07	1.46600948185109e-07	1.60494014424163e-07
P30624	YOR317W	1.01694551039793e-06	8.47890031346984e-07	9.18283803474599e-07
P30656	YPR103W	1.29399113406487e-06	1.08553225067482e-06	1.26840431404326e-06
P30657	YFR050C	5.67235924996836e-07	4.90452098483935e-07	5.04783576343747e-07
P30665	YPR019W	1.937784434143e-07	1.6353656585413e-07	1.78639518509759e-07
P30771	YMR080C	3.90040174682842e-07	3.21777324664462e-07	3.55854276106419e-07
P30775	YGL143C	4.15868420111336e-08	3.53746863103415e-08	4.19050349340028e-08
P30822	YGR218W	9.19597251354668e-07	8.03845928987708e-07	8.25155400239039e-07
P30902	YKL016C	2.470536569872e-06	2.06953500821793e-06	2.24430530078968e-06
P30952	YNL117W	7.5690357970982e-08	8.48639543985678e-08	8.3088046570191e-08
P31109	YAL030W	1.07830395282347e-07	9.46106653419773e-08	9.86409697328314e-08
P31115	YFL001W	8.9222392918019e-08	7.45095797275729e-08	7.79410443789524e-08
P31116	YJR139C	1.35367642493955e-05	1.17337192236319e-05	1.22593185294868e-05
P31244	YBR114W	2.28207396501481e-08	1.97595733462271e-08	2.1140239038003e-08
P31334	YGR220C	4.82912848646237e-07	3.96997285035038e-07	4.24266913015067e-07
P31373	YAL012W	1.7777139234771e-05	1.46605102160242e-05	1.5438098317575e-05
P31374	YAL017W	4.5657371758374e-08	3.99463910947701e-08	4.15659165308922e-08
P31376	YAL011W	7.65356782430433e-08	5.38271718061409e-08	6.97415975754365e-08
P31377	YAL014C	7.84820492317958e-08	6.50484255726323e-08	6.66344521040283e-08
P31378	YAL015C	2.24819486284055e-08	1.93813245542447e-08	2.07767294377e-08
P31380	YAL019W	1.23667019475186e-07	1.06164935206268e-07	1.27506766475423e-07
P31381	YAL022C	5.43155503341253e-08	4.79325943050419e-08	5.07187011951469e-08
P31382	YAL023C	2.37984702736946e-06	2.05740684429345e-06	2.14646364732317e-06
P31383	YAL016W	7.28408977786254e-07	6.30384545057455e-07	6.57640683422794e-07
P31384	YAL021C	3.36883465398746e-07	2.8655407108088e-07	3.46923334861318e-07
P31385	YAL013W	7.91237240890574e-08	6.63737521252565e-08	7.20827035475643e-08
P31412	YKL080W	3.39181940095241e-06	2.93942653535824e-06	3.05900208649866e-06
P31539	YLL026W	1.87763417126047e-06	1.62232378933414e-06	1.70924206858487e-06
P31688	YDR074W	2.78114583845839e-07	2.30400807065525e-07	2.61038436520993e-07
P31755	YGL038C	7.96583832504936e-08	6.64356981912497e-08	6.89509984042438e-08
P31787	YGR037C	3.22321431268524e-06	2.44784454123534e-06	2.68203248148589e-06
P32047	YNL074C	1.01607558062559e-07	8.50747572266607e-08	9.10155073346901e-08
P32048	YNL073W	1.80424707063187e-08	1.37156316370611e-08	1.62108622070275e-08
P32074	YNL287W	1.6104700964844e-06	1.36459173777055e-06	1.46745162367539e-06
P32178	YPR060C	7.37586680193119e-07	6.39209109800379e-07	6.55541278636868e-07
P32179	YOL064C	3.08144602063128e-06	2.52069307841752e-06	2.79577505766444e-06
P32190	YHL032C	2.59654508262969e-08	2.1867432489268e-08	2.44187803346317e-08
P32191	YIL155C	2.33507673082087e-07	1.98054572020431e-07	2.09351773000709e-07
P32259	YNL236W	6.76391572616172e-08	5.73123557838506e-08	5.98836109713751e-08
P32263	YER023W	5.54132199610261e-06	4.50432170812322e-06	4.74956809904964e-06
P32264	YDR300C	4.98983421996761e-07	4.14294112661154e-07	4.44156968195412e-07
P32266	YOR211C	1.98167443316562e-07	1.69739187414507e-07	1.80875279404369e-07
P32288	YPR035W	2.51307292092691e-05	1.98862005288476e-05	2.19521700415372e-05
P32316	YBL015W	5.57257148331522e-07	5.10762482039206e-07	5.15986774825209e-07
P32317	YEL052W	7.26839546385257e-08	6.46052772346915e-08	6.82245869108443e-08
P32319	YBL017C	2.57526299786996e-07	2.20665297950593e-07	2.34411241199229e-07
P32324	"YOR133W; YDR385W"	5.49599164900143e-05	4.68480511781542e-05	5.05162183909189e-05
P32325	YDR052C	3.0294952584958e-08	2.35410927271593e-08	2.71098082508296e-08
P32327	YBR218C	1.56447623663274e-06	1.25958356585169e-06	1.3722723007911e-06
P32328	YPR111W	1.31362616376157e-07	1.06352844525006e-07	1.21317799674232e-07
P32329	YLR120C	1.79800034793309e-07	1.65646793592097e-07	1.78963897709806e-07
P32331	YPR058W	5.89767658948414e-07	5.01256274221481e-07	5.36824569754447e-07
P32332	YKL120W	3.92143280284072e-06	3.37887793389824e-06	3.54413903681926e-06
P32333	YPL082C	1.36388478948835e-07	1.06462248895611e-07	1.15091719590157e-07
P32335	YLR203C	4.98281005646583e-07	4.35237053119012e-07	4.46613911799105e-07
P32336	YOR373W	4.13565957278221e-08	3.53186785675874e-08	3.77833532112259e-08
P32337	YMR308C	8.2869109290267e-07	7.39720003038043e-07	7.657417458712e-07
P32338	YGR044C	7.23342323927834e-08	5.21557071047817e-08	5.91191934456915e-08
P32339	YLR205C	2.11944779263459e-08	1.71510899853165e-08	1.99428218650256e-08
P32340	YML120C	3.71765246485552e-07	3.12958632246107e-07	3.23214865904419e-07
P32341	YKL119C	6.84599208736049e-08	6.3108072296864e-08	6.21315617231123e-08
P32342	YKL122C	3.13346946259419e-07	2.77526655526267e-07	3.60482385782397e-07
P32345	YDR075W	2.89286513556486e-07	1.87308468665654e-07	2.04679687512167e-07
P32347	YDR047W	3.82243328187847e-07	3.25530120704374e-07	3.50730269702656e-07
P32349	YPR190C	2.26804692162762e-07	2.00950620702475e-07	2.1210095167771e-07
P32351	YIL154C	1.23459969253187e-07	1.05423241495389e-07	1.13102222931962e-07
P32352	YMR202W	8.84779611411855e-06	6.92662873384009e-06	8.80757303312346e-06
P32353	YLR056W	1.74417411804871e-06	1.46869360459062e-06	1.57956514979096e-06
P32354	YIL150C	1.26889085361254e-08	1.0591953027916e-08	1.14908443321901e-08
P32356	YDR001C	1.87369694888989e-07	1.58607548120859e-07	1.68182554791379e-07
P32361	YHR079C	2.64153290609311e-08	2.35436134295327e-08	2.65960855856422e-08
P32364	YKL079W	1.65360230849391e-07	1.42532083367671e-07	1.50510357191831e-07
P32366	YLR447C	2.93981869558297e-06	2.45324002011342e-06	2.6434940899598e-06
P32367	YBR123C	1.40747013194642e-07	1.22307006805247e-07	1.292848017022e-07
P32368	YKL212W	1.10935028185808e-06	9.42797463935796e-07	1.01664766633625e-06
P32377	YNR043W	1.90519972868967e-06	1.55412306746438e-06	1.65594882489907e-06
P32378	YNR041C	1.35189785103071e-07	1.11345511000855e-07	1.16561752239711e-07
P32379	YGR253C	3.07223384209737e-06	2.49723744495758e-06	2.7443951808628e-06
P32380	YDR356W	3.89890940214273e-07	3.39871269089445e-07	3.55629028485637e-07
P32381	YDL029W	1.09113371471415e-06	9.39608854854079e-07	1.00522754354969e-06
